Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_BSHMgrp10,anomaly,ipp_dist
2023-02-01 22:00:02,-1.353570155,1.3071998,-1.353570155,33.83596,40.35825,1,,-1.353570155,-1.353570155,33.83596,40.35825,1.3071998,-0.652287619,,32.30885,40.08997,-0.6185807,,,171.63682826907666
2023-02-01 22:00:07,-1.358019995,-1.6150414,-1.358019995,33.83715,40.35716,1,,-1.358019995,-1.358019995,33.83715,40.35716,-1.6150414,-0.705403894,,32.31003,40.08898,-0.62715435,,,171.63652267854783
2023-02-01 22:00:12,-1.308442623,-1.0643858,-1.308442623,33.83834,40.35606,1,,-1.308442623,-1.308442623,33.83834,40.35606,-1.0643858,-0.714205233,,32.31195,40.0814,-0.66555065,,,171.6451229676297
2023-02-01 22:00:17,-1.270191876,-1.0297009,-1.270191876,33.83953,40.35497,1,,-1.270191876,-1.270191876,33.83953,40.35497,-1.0297009,-0.734147087,,32.31313,40.08041,-0.689244,,,171.64478233010925
2023-02-01 22:00:22,-1.247278536,-0.57070714,-1.247278536,33.84072,40.35387,1,,-1.247278536,-1.247278536,33.84072,40.35387,-0.57070714,-0.764982506,,32.31431,40.07941,-0.7164027,,,171.64444227878735
2023-02-01 22:00:27,-1.209399314,-1.0130341,-1.209399314,33.84191,40.35278,1,,-1.209399314,-1.209399314,33.84191,40.35278,-1.0130341,-0.807874401,,32.31549,40.07842,-0.7488194,,,171.6441028135625
2023-02-01 22:00:32,-1.194644529,-1.0743594,,33.8431,40.35169,0,,-1.194644529,,33.8431,40.35169,-1.0743594,-0.818389584,,32.31666,40.07742,-0.791377,,,171.64500239728437
2023-02-01 22:00:37,-1.140511192,-1.1076442,,33.84429,40.35059,0,,-1.140511192,,33.84429,40.35059,-1.1076442,-0.837645368,,32.31784,40.07643,-0.8148342,,,171.64452542323343
2023-02-01 22:00:42,-1.083914284,-1.0290198,,33.84548,40.3495,0,,-1.083914284,,33.84548,40.3495,-1.0290198,-0.902763201,,32.31902,40.07543,-0.8380533,,,171.644326307439
2023-02-01 22:00:47,-1.060592943,-0.98224837,,33.84667,40.3484,0,,-1.060592943,,33.84667,40.3484,-0.98224837,-0.910316449,,32.32166,40.0613,-0.8897829,,,171.6697393537265
2023-02-01 22:00:52,-1.016270244,-0.967266,,33.84786,40.34731,0,,-1.016270244,,33.84786,40.34731,-0.967266,-0.913408379,,32.32284,40.0603,-0.90998036,,,171.66947549071512
2023-02-01 22:00:57,-1.020059682,-0.93662494,,33.84904,40.34622,0,,-1.020059682,,33.84904,40.34622,-0.93662494,-1.018022652,,32.32402,40.05931,-0.92149436,,,171.6679689198215
2023-02-01 22:01:02,-0.967152155,-0.94795096,,33.85024,40.34512,0,,-0.967152155,,33.85024,40.34512,-0.94795096,-1.02249009,,32.32519,40.05832,-0.9963483,,,171.669612883032
2023-02-01 22:01:07,-0.92807095,-0.9106739,,33.85142,40.34403,0,,-0.92807095,,33.85142,40.34403,-0.9106739,-1.052771849,,32.32637,40.05732,-1.0148017,,,171.66825246420507
2023-02-01 22:01:12,-0.896014125,-0.87974477,,33.85261,40.34293,0,,-0.896014125,,33.85261,40.34293,-0.87974477,-1.040224234,,32.32754,40.05633,-1.0483298,,,171.66879958347238
2023-02-01 22:01:17,-0.855013294,-0.84685737,,33.849,40.31491,0,,-0.855013294,,33.849,40.31491,-0.84685737,-1.11832904,,32.32872,40.05534,-1.0413461,,,170.76803981544737
2023-02-01 22:01:22,-0.867364814,-0.80990005,,33.85019,40.31382,0,,-0.867364814,,33.85019,40.31382,-0.80990005,-1.151224332,,32.3299,40.05434,-1.09977,,,170.76790748629756
2023-02-01 22:01:27,-0.84612077,-0.8140926,,33.85137,40.31274,0,,-0.84612077,,33.85137,40.31274,-0.8140926,-1.160281998,,32.33251,40.04022,-1.1278201,,,170.78675406756608
2023-02-01 22:01:32,-0.803280859,-0.8034481,,33.85255,40.31165,0,,-0.803280859,,33.85255,40.31165,-0.8034481,-1.183796362,,32.33369,40.03923,-1.1465634,,,170.7853190709874
2023-02-01 22:01:37,-0.759540083,-0.7754483,,33.85374,40.31056,0,,-0.759540083,,33.85374,40.31056,-0.7754483,-1.226922655,,32.33486,40.03824,-1.1659526,0.3396538763619821,-0.759540083,170.78608386828108
