Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_BSHMgrp3,anomaly,ipp_dist
2023-02-01 21:55:02,0.185808866,0.13181344,,32.2247,40.25576,0,,0.185808866,,32.2247,40.25576,0.13181344,-0.039346413,,33.77757,40.50601,-0.019014573,,,174.24094071064494
2023-02-01 21:55:07,0.144474189,0.13099654,,32.2259,40.25476,0,,0.144474189,,32.2259,40.25476,0.13099654,-0.014952576,,33.77878,40.50489,-0.020003049,,,174.24050174498447
2023-02-01 21:55:12,0.169558086,0.11719083,,32.23047,40.22719,0,,0.169558086,,32.23047,40.22719,0.11719083,-0.05191093,,33.77999,40.50377,-0.017122611,,,174.21813033462087
2023-02-01 21:55:17,0.139777121,0.11817531,,32.23166,40.22619,0,,0.139777121,,32.23166,40.22619,0.11817531,0.009131527,,33.78119,40.50266,-0.02106337,,,174.21766033295265
2023-02-01 21:55:22,0.172872986,0.10714601,,32.23286,40.22519,0,,0.172872986,,32.23286,40.22519,0.10714601,0.055362753,,33.7824,40.50154,-0.013914641,,,174.2170526806696
2023-02-01 21:55:27,0.160489036,0.110896744,,32.23405,40.22419,0,,0.160489036,,32.23405,40.22419,0.110896744,0.000529353,,33.77926,40.47316,-0.0042354455,,,173.38068324641
2023-02-01 21:55:32,0.134581397,0.10763051,,32.23525,40.22318,0,,0.134581397,,32.23525,40.22318,0.10763051,0.053104176,,33.78046,40.47205,-0.0054024127,,,173.379392771218
2023-02-01 21:55:37,0.149903879,0.099024005,,32.23644,40.22218,0,,0.149903879,,32.23644,40.22218,0.099024005,0.066900003,,33.78166,40.47094,0.0043924297,,,173.3790802444228
2023-02-01 21:55:42,0.166964091,0.09872192,,32.23763,40.22118,0,,0.166964091,,32.23763,40.22118,0.09872192,0.059310242,,33.78286,40.46983,0.011743416,,,173.37876840454356
2023-02-01 21:55:47,0.171887677,0.10173589,,32.23883,40.22018,0,,0.171887677,,32.23883,40.22018,0.10173589,0.067470122,,33.78407,40.46872,0.016248781,,,173.37845690024037
2023-02-01 21:55:52,0.170308123,0.104796745,,32.24002,40.21918,0,,0.170308123,,32.24002,40.21918,0.104796745,0.102426285,,33.78527,40.46761,0.021670334,,,173.37814643428152
2023-02-01 21:55:57,0.159867632,0.106929466,,32.24122,40.21818,0,,0.159867632,,32.24122,40.21818,0.106929466,0.121168281,,33.78647,40.4665,0.031154193,,,173.37673449193082
2023-02-01 21:56:02,0.161242095,0.10579928,,32.24241,40.21717,0,,0.161242095,,32.24241,40.21717,0.10579928,0.134271763,,33.78767,40.46539,0.04096098,,,173.3765498369502
2023-02-01 21:56:07,0.141285375,0.10615265,,32.24361,40.21617,0,,0.141285375,,32.24361,40.21617,0.10615265,0.14455608,,33.78887,40.46428,0.05116134,,,173.37513918377496
2023-02-01 21:56:12,0.177080624,0.100361764,,32.2448,40.21517,0,,0.177080624,,32.2448,40.21517,0.100361764,0.165886677,,33.79007,40.46317,0.061418865,,,173.37483138847125
2023-02-01 21:56:17,0.140765175,0.10749378,,32.246,40.21417,0,,0.140765175,,32.246,40.21417,0.10749378,0.201317284,,33.79128,40.46207,0.07455734,,,173.37464820749867
2023-02-01 21:56:22,0.128460012,0.09971601,,32.24719,40.21316,0,,0.128460012,,32.24719,40.21316,0.09971601,0.203839717,,33.79248,40.46096,0.094044395,,,173.37446595119138
2023-02-01 21:56:27,0.118066531,0.09355599,,32.24839,40.21216,0,,0.118066531,,32.24839,40.21216,0.09355599,0.224687874,,33.79368,40.45985,0.10912037,,,173.37305788508158
2023-02-01 21:56:32,0.118274921,0.0865936,,32.24958,40.21116,0,,0.118274921,,32.24958,40.21116,0.0865936,0.227664032,,33.79488,40.45874,0.1282762,,,173.37275271071957
2023-02-01 21:56:37,0.113332801,0.08156884,,32.25404,40.18366,0,,0.113332801,,32.25404,40.18366,0.08156884,0.273402444,,33.79608,40.45763,0.14279893,0.7883477644769494,0.113332801,173.35872593547617
2023-02-01 21:56:42,0.120627022,0.07638811,,32.25523,40.18266,0,,0.120627022,,32.25523,40.18266,0.07638811,0.270237937,,33.79728,40.45652,0.1713677,0.7881370007631194,0.120627022,173.3582643061406
2023-02-01 21:56:47,0.103958361,0.07438527,,32.25641,40.18167,0,,0.103958361,,32.25641,40.18167,0.07438527,0.302306512,,33.79848,40.45541,0.18742119,0.7897096993887843,0.103958361,173.3587661941915
2023-02-01 21:56:52,0.109622883,0.06868306,,32.2576,40.18067,0,,0.109622883,,32.2576,40.18067,0.06868306,0.296744042,,33.79969,40.4543,0.21371175,0.7930681365216998,0.109622883,173.35940565055347
2023-02-01 21:56:57,0.0304425279999999,0.066714406,,32.25879,40.17967,0,0.0,0.0304425279999999,,32.25879,40.17967,0.066714406,0.321939574,,33.80089,40.4532,0.22570108,0.800831002367936,0.0304425279999999,173.3590832837989
2023-02-01 21:57:02,0.069714115,0.048464704,,32.25998,40.17867,0,0.0,0.069714115,,32.25998,40.17867,0.048464704,0.341927727,,33.80209,40.45209,0.24653724,0.8079035180348138,0.069714115,173.35862444800094
2023-02-01 21:57:07,0.057507346,0.046876315,,32.26117,40.17767,0,0.0,0.057507346,,32.26117,40.17767,0.046876315,0.414754695,0.414754695,33.80329,40.45098,0.26682493,0.8155651450624379,0.057507346,173.35816630551713
2023-02-01 21:57:12,0.024372593,0.040537592,,32.26236,40.17667,0,0.0,0.024372593,,32.26236,40.17667,0.040537592,0.433710644,,33.80449,40.44987,0.3156875,0.8239064942862443,0.024372593,173.35770885624893
2023-02-01 21:57:17,0.027184054,0.031113874,,32.26355,40.17567,0,0.0,0.027184054,,32.26355,40.17567,0.031113874,0.425817523,,33.8057,40.44876,0.34960082,0.8345726811228422,0.027184054,173.35835178106228
2023-02-01 21:57:22,-0.00550997,0.02607621,,32.26474,40.17467,0,0.0,-0.00550997,,32.26474,40.17467,0.02607621,0.458050858,,33.8024,40.42049,0.3629758,0.8470472687831059,-0.00550997,172.50855930022257
2023-02-01 21:57:27,-0.015659787,0.0171968,,32.26593,40.17367,0,0.0,-0.015659787,,32.26593,40.17367,0.0171968,0.50878046,,33.8036,40.41939,0.39163104,0.8595238526097067,-0.015659787,172.50838225700443
2023-02-01 21:57:32,-0.005382606,0.010442092,,32.26712,40.17267,0,0.0,-0.005382606,,32.26712,40.17267,0.010442092,0.509839927,,33.80479,40.41829,0.43329987,0.8715330135112078,-0.005382606,172.50710385303347
2023-02-01 21:57:37,-0.031322267,0.0065820734,,32.26831,40.17167,0,0.0,-0.031322267,,32.26831,40.17167,0.0065820734,0.54536115,,33.80599,40.41719,0.4502607,0.8818912383019863,-0.031322267,172.506927955486
2023-02-01 21:57:42,-0.018035737,-5.35234e-07,,32.2695,40.17067,0,0.0,-0.018035737,,32.2695,40.17067,-5.35234e-07,0.587601519,,33.80718,40.41609,0.4835363,0.8922498427853819,-0.018035737,172.50565068033606
2023-02-01 21:57:47,-0.043318557,-0.0025728568,,32.27069,40.16967,0,0.0,-0.043318557,,32.27069,40.16967,-0.0025728568,0.578970026,,33.80838,40.41498,0.5236812,0.9008487970166532,-0.043318557,172.50535238330102
2023-02-01 21:57:52,-0.067451345,-0.008131781,,32.27188,40.16867,0,0.0,-0.067451345,,32.27188,40.16867,-0.008131781,0.616758474,,33.80957,40.41388,0.531837,0.9093735924154307,-0.067451345,172.50407628960104
2023-02-01 21:57:57,-0.071866934,-0.014503826,,32.27623,40.14124,0,0.0,-0.071866934,,32.27623,40.14124,-0.014503826,0.658417085,,33.81077,40.41278,0.5644541,0.9147594833755507,-0.071866934,172.49974483583074
2023-02-01 21:58:02,-0.0619709539999999,-0.019609423,,32.27741,40.14024,0,0.0,-0.0619709539999999,,32.27741,40.14024,-0.019609423,0.687718003,,33.81196,40.41168,0.60355353,0.9202909255010004,-0.0619709539999999,172.49942762689946
2023-02-01 21:58:07,-0.127073789,-0.022900637,,32.27859,40.13925,0,0.0,-0.127073789,,32.27859,40.13925,-0.022900637,0.714521808,,33.81316,40.41057,0.6375164,0.922109287674434,-0.127073789,172.4999374595527
2023-02-01 21:58:12,-0.121926256,-0.03483521,,32.27978,40.13825,0,0.0,-0.121926256,,32.27978,40.13825,-0.03483521,0.724715423,,33.81436,40.40947,0.6714842,0.9235599998741006,-0.121926256,172.49962111246273
2023-02-01 21:58:17,-0.154875497,-0.041706167,,32.28096,40.13725,0,0.0,-0.154875497,,32.28096,40.13725,-0.041706167,0.762238022,,33.81555,40.40837,0.6900678,0.9237903336005354,-0.154875497,172.49930576911837
2023-02-01 21:58:22,-0.172568036,-0.05460367,,32.28215,40.13626,0,0.0,-0.172568036,,32.28215,40.13626,-0.05460367,0.771140544,,33.81675,40.40727,0.7242488,0.9224925690589911,-0.172568036,172.4988541260233
2023-02-01 21:58:27,-0.190043207,-0.06828038,,32.28333,40.13526,0,0.0,-0.190043207,,32.28333,40.13526,-0.06828038,0.793951201,,33.81794,40.40617,0.741432,0.9199363373378697,-0.190043207,172.49854000217564
2023-02-01 21:58:32,-0.213879404,-0.08436155,,32.28452,40.13426,0,0.0,-0.213879404,,32.28452,40.13426,-0.08436155,0.842644089,,33.81914,40.40506,0.7627605,0.9154433599226974,-0.213879404,172.4980896916315
2023-02-01 21:58:37,-0.240547975,-0.10444888,,32.2857,40.13326,0,0.0,-0.240547975,,32.2857,40.13326,-0.10444888,0.869025304,,33.82033,40.40396,0.80745566,0.8687397848987372,-0.240547975,172.49777678706093
2023-02-01 21:58:42,-0.286967335,-0.1289245,-0.286967335,32.28689,40.13227,1,1.0,-0.286967335,-0.286967335,32.28689,40.13227,-0.1289245,0.920792451,,33.82153,40.40286,0.83941543,0.8257174741081832,-0.286967335,172.49732780890324
