Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_GRACgrp1,anomaly,ipp_dist
2023-02-01 08:35:02,-0.324045997,-0.30667275,,44.22498,9.17225,0,,-0.324045997,,44.22498,9.17225,-0.30667275,-0.706145131,,45.41208,8.53072,-0.636257,,,141.36456667372434
2023-02-01 08:35:07,-0.328359233,-0.31616622,,44.22678,9.1727,0,,-0.328359233,,44.22678,9.1727,-0.31616622,-0.713508219,,45.41412,8.53294,-0.63731813,,,141.33898929572058
2023-02-01 08:35:12,-0.344492136,-0.32398006,,44.22858,9.17316,0,,-0.344492136,,44.22858,9.17316,-0.32398006,-0.71757529,,45.41617,8.53516,-0.641999,,,141.31487516596334
2023-02-01 08:35:17,-0.357059486,-0.34035704,,44.23038,9.17362,0,,-0.357059486,,44.23038,9.17362,-0.34035704,-0.721047832,,45.41821,8.53738,-0.6432308,,,141.28986744387015
2023-02-01 08:35:22,-0.368683819,-0.3574023,,44.23217,9.17408,0,,-0.368683819,,44.23217,9.17408,-0.3574023,-0.725264374,,45.42026,8.5396,-0.6459837,,,141.2670829701511
2023-02-01 08:35:27,-0.375622534,-0.37354934,,44.23397,9.17454,0,,-0.375622534,,44.23397,9.17454,-0.37354934,-0.729032325,,45.4223,8.54182,-0.64804727,,,141.2423631938635
2023-02-01 08:35:32,-0.396487616,-0.384267,,44.23576,9.175,0,,-0.396487616,,44.23576,9.175,-0.384267,-0.725123208,,45.42433,8.54404,-0.6498545,,,141.21779011086284
2023-02-01 08:35:37,-0.409527845,-0.40389335,,44.23756,9.17547,0,,-0.409527845,,44.23756,9.17547,-0.40389335,-0.7234437,,45.43284,8.55279,-0.6474526,,,141.68719593171576
2023-02-01 08:35:42,-0.423419718,-0.420513,,44.23935,9.17593,0,,-0.423419718,,44.23935,9.17593,-0.420513,-0.724943667,,45.43488,8.55503,-0.6474399,,,141.66414840794573
2023-02-01 08:35:47,-0.429451866,-0.4361266,,44.24114,9.1764,0,,-0.429451866,,44.24114,9.1764,-0.4361266,-0.724537405,,45.43692,8.55727,-0.6480846,,,141.64151979991172
2023-02-01 08:35:52,-0.435213468,-0.44332278,,44.24294,9.17686,0,,-0.435213468,,44.24294,9.17686,-0.44332278,-0.72453868,,45.43896,8.55951,-0.64780927,,,141.61772033998668
2023-02-01 08:35:57,-0.456986976,-0.44766155,,44.24473,9.17733,0,,-0.456986976,,44.24473,9.17733,-0.44766155,-0.725119766,,45.441,8.56175,-0.6483672,,,141.59538364895278
2023-02-01 08:36:02,-0.457962329,-0.4655338,,44.24652,9.1778,0,,-0.457962329,,44.24652,9.1778,-0.4655338,-0.739888687,,45.44303,8.564,-0.6483437,,,141.5718798190744
2023-02-01 08:36:07,-0.481278477,-0.46978664,,44.24831,9.17827,0,,-0.481278477,,44.24831,9.17827,-0.46978664,-0.72131376,,45.44506,8.56624,-0.65731037,,,141.5487912844
2023-02-01 08:36:12,-0.4825184,-0.49074224,,44.2501,9.17874,0,,-0.4825184,,44.2501,9.17874,-0.49074224,-0.712600335,,45.44709,8.56849,-0.6424674,,,141.52557995069716
2023-02-01 08:36:17,-0.49628253,-0.49463594,,44.25189,9.17921,0,,-0.49628253,,44.25189,9.17921,-0.49463594,-0.705745137,,45.44912,8.57074,-0.6436152,,,141.50251530933318
2023-02-01 08:36:22,-0.500198074,-0.5065907,,44.25368,9.17968,0,,-0.500198074,,44.25368,9.17968,-0.5065907,-0.693913111,,45.45115,8.573,-0.6356667,,,141.47933097953162
2023-02-01 08:36:27,-0.504648037,-0.5101138,,44.25547,9.18015,0,,-0.504648037,,44.25547,9.18015,-0.5101138,-0.690909964,,45.45972,8.58186,-0.62999284,,,141.9666210881474
2023-02-01 08:36:32,-0.506509344,-0.5135514,,44.25726,9.18063,0,,-0.506509344,,44.25726,9.18063,-0.5135514,-0.691070609,,45.46175,8.58413,-0.6295718,,,141.94448636815633
2023-02-01 08:36:37,-0.529826367,-0.51349896,,44.25905,9.1811,0,,-0.529826367,,44.25905,9.1811,-0.51349896,-0.669648709,,45.46378,8.5864,-0.62850314,0.7754686299276761,-0.529826367,141.9222393855698
2023-02-01 08:36:42,-0.526456046,-0.53426313,,44.26084,9.18158,0,,-0.526456046,,44.26084,9.18158,-0.53426313,-0.693414423,,45.46581,8.58867,-0.61167693,0.7569838782628932,-0.526456046,141.90040147599856
2023-02-01 08:36:47,-0.53115462,-0.53523314,,44.26262,9.18206,0,,-0.53115462,,44.26262,9.18206,-0.53523314,-0.668888847,,45.46783,8.59094,-0.63587016,0.7496653058618967,-0.53115462,141.87871431017726
2023-02-01 08:36:52,-0.543128047,-0.53880405,,44.26441,9.18254,0,,-0.543128047,,44.26441,9.18254,-0.53880405,-0.667711763,,45.46986,8.59321,-0.6056091,0.7459340566140285,-0.543128047,141.85717259734002
2023-02-01 08:36:57,-0.561271936,-0.5483993,,44.2662,9.18302,0,0.0,-0.561271936,,44.2662,9.18302,-0.5483993,-0.646447781,,45.47188,8.59548,-0.6191561,0.7420397735237247,-0.561271936,141.83472934088132
