Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_GRACgrp1,anomaly,ipp_dist
2023-02-01 08:40:02,-0.074134205,-0.09232353,,43.84123,6.96135,0,,-0.074134205,,43.84123,6.96135,-0.09232353,-0.095925185,,44.33457,9.21271,-0.09591329,,,187.98669923304877
2023-02-01 08:40:07,-0.055855974,-0.08153749,,43.84271,6.96294,0,,-0.055855974,,43.84271,6.96294,-0.08153749,-0.082892365,,44.33634,9.21323,-0.06936694,,,187.90966152231854
2023-02-01 08:40:12,-0.048062198,-0.06696795,,43.84419,6.96454,0,,-0.048062198,,43.84419,6.96454,-0.06696795,-0.047529673,,44.33811,9.21375,-0.05349624,,,187.83188193957574
2023-02-01 08:40:17,-0.0204397539999999,-0.05462119,,43.84568,6.96614,0,,-0.0204397539999999,,43.84568,6.96614,-0.05462119,-0.015776193,,44.33988,9.21427,-0.029061466,,,187.75378446037334
2023-02-01 08:40:22,-0.010129755,-0.034169406,,43.84716,6.96774,0,,-0.010129755,,43.84716,6.96774,-0.034169406,0.011576585,,44.34165,9.2148,-0.0018553318,,,187.6768120325445
2023-02-01 08:40:27,0.005658228,-0.01714977,,43.84864,6.96934,0,,0.005658228,,43.84864,6.96934,-0.01714977,0.032959533,,44.34342,9.21532,0.026548875,,,187.59909807026375
2023-02-01 08:40:32,0.023625658,0.00090355374,,43.85011,6.97095,0,,0.023625658,,43.85011,6.97095,0.00090355374,0.077695475,,44.34519,9.21585,0.052897796,,,187.52174699923705
2023-02-01 08:40:37,0.029191311,0.021034626,,43.85159,6.97255,0,,0.029191311,,43.85159,6.97255,0.021034626,0.109127657,,44.34696,9.21638,0.09594784,,,187.4448406736067
2023-02-01 08:40:42,0.072641766,0.034299854,,43.85307,6.97416,0,,0.072641766,,43.85307,6.97416,0.034299854,0.144311729,,44.34873,9.2169,0.13408805,,,187.36643005548743
2023-02-01 08:40:47,0.090272989,0.068450235,,43.85455,6.97576,0,,0.090272989,,43.85455,6.97576,0.068450235,0.190210829,,44.3505,9.21743,0.17126769,,,187.28956775258433
2023-02-01 08:40:52,0.098995223,0.09456629,,43.85602,6.97737,0,,0.098995223,,43.85602,6.97737,0.09456629,0.219012765,,44.35226,9.21796,0.21514651,,,187.2119934056849
2023-02-01 08:40:57,0.104671473,0.10864808,,43.8575,6.97898,0,,0.104671473,,43.8575,6.97898,0.10864808,0.243111195,,44.35403,9.2185,0.24602151,,,187.13517510008924
2023-02-01 08:41:02,0.133846298,0.11502437,,43.85897,6.98059,0,,0.133846298,,43.85897,6.98059,0.11502437,0.286075618,,44.3558,9.21903,0.2689673,,,187.0579588162737
2023-02-01 08:41:07,0.161826697,0.13568404,,43.86044,6.9822,0,,0.161826697,,43.86044,6.9822,0.13568404,0.312482156,,44.35756,9.21956,0.30514884,,,186.98045116629493
2023-02-01 08:41:12,0.1721453019999999,0.16097112,,43.86191,6.98381,0,,0.1721453019999999,,43.86191,6.98381,0.16097112,0.350088745,,44.35933,9.2201,0.3330558,,,186.90404278933565
2023-02-01 08:41:17,0.194163966,0.17624836,,43.86338,6.98542,0,,0.194163966,,43.86338,6.98542,0.17624836,0.391256625,,44.36109,9.22063,0.3676988,,,186.8265797801593
2023-02-01 08:41:22,0.213528261,0.19668172,,43.86485,6.98704,0,,0.213528261,,43.86485,6.98704,0.19668172,0.428655727,,44.36285,9.22117,0.41061494,,,186.74913900197194
2023-02-01 08:41:27,0.238445663,0.2177011,,43.86632,6.98865,0,,0.238445663,,43.86632,6.98865,0.2177011,0.476067371,,44.36462,9.22171,0.45314538,,,186.67279829145787
2023-02-01 08:41:32,0.240457852,0.24297251,,43.86779,6.99027,0,,0.240457852,,43.86779,6.99027,0.24297251,0.520725157,,44.36923,9.23353,0.5047428,,,187.54513247921955
2023-02-01 08:41:37,0.290288202,0.2530914,,43.86926,6.99188,0,,0.290288202,,43.86926,6.99188,0.2530914,0.553741764,,44.371,9.23407,0.55895704,0.5622099500667478,0.290288202,187.46882674064796
2023-02-01 08:41:42,0.301424183,0.29192117,,43.87072,6.9935,0,,0.301424183,,43.87072,6.9935,0.29192117,0.603175745,,44.37277,9.23462,0.60103565,0.5839816410088193,0.301424183,187.3928893498707
2023-02-01 08:41:47,0.299461349,0.3211014,,43.87219,6.99512,0,,0.299461349,,43.87219,6.99512,0.3211014,0.630175228,,44.37454,9.23516,0.649575,0.6038425316304299,0.299461349,187.3158675991029
2023-02-01 08:41:52,0.352064545,0.3212438,,43.87366,6.99674,0,,0.352064545,,43.87366,6.99674,0.3212438,0.681269319,,44.37631,9.23571,0.68471706,0.6251321791523824,0.352064545,187.23963051898502
2023-02-01 08:41:57,0.363320297,0.36338177,,43.87512,6.99836,0,0.0,0.363320297,,43.87512,6.99836,0.36338177,0.712945502,,44.37808,9.23626,0.72372603,0.6464662167622764,0.363320297,187.16376283412797
2023-02-01 08:42:02,0.38536992,0.39245963,,43.87658,6.99999,0,0.0,0.38536992,,43.87658,6.99999,0.39245963,0.748909147,,44.37984,9.2368,0.767542,0.6673076291567821,0.38536992,187.08607748520984
2023-02-01 08:42:07,0.415845813,0.41022006,,43.87804,7.00161,0,0.0,0.415845813,,43.87804,7.00161,0.41022006,0.802462918,,44.38161,9.23735,0.789719,0.6879669584416538,0.415845813,187.01025660515663
2023-02-01 08:42:12,0.4213430629999999,0.4488836,,43.8795,7.00324,0,0.0,0.4213430629999999,,43.8795,7.00324,0.4488836,0.84095628,,44.38338,9.2379,0.8493124,0.7071103347375545,0.4213430629999999,186.93369791393096
2023-02-01 08:42:17,0.445313349,0.4533893,,43.88096,7.00486,0,0.0,0.445313349,,43.88096,7.00486,0.4533893,0.87256591,,44.38514,9.23845,0.89139336,0.7211090074028264,0.445313349,186.85760504196296
2023-02-01 08:42:22,0.476210547,0.4724684,,43.88242,7.00649,0,0.0,0.476210547,,43.88242,7.00649,0.4724684,0.914004815,,44.38691,9.239,0.923444,0.7253316504350806,0.476210547,186.78109338562444
2023-02-01 08:42:27,0.505072832,0.50610775,,43.88388,7.00812,0,0.0,0.505072832,,43.88388,7.00812,0.50610775,0.9639766400000002,,44.38867,9.23956,0.96031135,0.7154715985739796,0.505072832,186.70504670679446
2023-02-01 08:42:32,0.52105689,0.53858566,,43.88534,7.00975,0,0.0,0.52105689,,43.88534,7.00975,0.53858566,1.000691594,,44.39043,9.24011,1.0136753,0.7057476354090897,0.52105689,186.6282620015071
2023-02-01 08:42:37,0.538937223,0.56168187,,43.88679,7.01138,0,0.0,0.538937223,,43.88679,7.01138,0.56168187,1.041323963,,44.3922,9.24067,1.0579453,0.7060577513878864,0.538937223,186.55293103121974
2023-02-01 08:42:42,0.564555657,0.5721614,,43.88825,7.01301,0,0.0,0.564555657,,43.88825,7.01301,0.5721614,1.080536636,,44.39396,9.24122,1.0950394,0.7077068861380926,0.564555657,186.47619317478063
2023-02-01 08:42:47,0.587301256,0.5982357,,43.8897,7.01464,0,0.0,0.587301256,,43.8897,7.01464,0.5982357,1.117492827,,44.39572,9.24178,1.1356677,0.7118363489616224,0.587301256,186.40058904725402
2023-02-01 08:42:52,0.607843534,0.62279415,,43.89116,7.01628,0,0.0,0.607843534,,43.89116,7.01628,0.62279415,1.162531703,,44.39748,9.24234,1.1699942,0.716499245879298,0.607843534,186.32389778421296
2023-02-01 08:42:57,0.623855363,0.6447263,,43.89261,7.01791,0,0.0,0.623855363,,43.89261,7.01791,0.6447263,1.198674512,,44.39924,9.2429,1.2177554,0.723508791577944,0.623855363,186.2483407621283
2023-02-01 08:43:02,0.650632494,0.6593037,,43.89371,7.0193,0,0.0,0.650632494,,43.89371,7.0193,0.6593037,1.235619314,,44.401,9.24346,1.2530293,0.7307587240545612,0.650632494,186.20334053417514
2023-02-01 08:43:07,0.656351071,0.6824279,,43.89516,7.02093,0,0.0,0.656351071,,43.89516,7.02093,0.6824279,1.279837415,,44.40276,9.24402,1.2826929,0.7386881996104289,0.656351071,186.12784028391172
2023-02-01 08:43:12,0.687918445,0.6922753,,43.8966,7.02257,0,0.0,0.687918445,,43.8966,7.02257,0.6922753,1.316973603,,44.40452,9.24459,1.322722,0.7476732491498861,0.687918445,186.0527155552947
2023-02-01 08:43:17,0.695938096,0.71487945,,43.89805,7.0242,0,0.0,0.695938096,,43.89805,7.0242,0.71487945,1.358757482,,44.40628,9.24515,1.3550622,0.7574350708837384,0.695938096,185.97726317093384
2023-02-01 08:43:22,0.717268854,0.7312393,,43.89949,7.02584,0,0.0,0.717268854,,43.89949,7.02584,0.7312393,1.382298517,,44.40803,9.24571,1.386554,0.7650459154355944,0.717268854,185.9011032641845
2023-02-01 08:43:27,0.734476516,0.7411794,,43.90094,7.02748,0,0.0,0.734476516,,43.90094,7.02748,0.7411794,1.413606177,,44.40979,9.24628,1.398901,0.7760120398131185,0.734476516,185.82569858501105
2023-02-01 08:43:32,0.776192272,0.7627739,,43.90238,7.02912,0,0.0,0.776192272,,43.90238,7.02912,0.7627739,1.460059775,,44.41154,9.24685,1.4150795,0.7855686485898664,0.776192272,185.75034630850942
2023-02-01 08:43:37,0.79278133,0.7912367,,43.90382,7.03076,0,0.0,0.79278133,,43.90382,7.03076,0.7912367,1.48914052,,44.4133,9.24741,1.4508142,0.7965828685409988,0.79278133,185.67458316678648
