Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_BSHMgrp4,anomaly,ipp_dist
2023-02-06 10:35:02,-0.008703639,-0.07138511,,35.6664,37.66337,0,,-0.008703639,,35.6664,37.66337,-0.07138511,-0.18751879,,35.18416,36.6283,-0.15981752,,,108.03350953088771
2023-02-06 10:35:07,-0.091520217,-0.05296894,,35.66593,37.68071,0,,-0.091520217,,35.66593,37.68071,-0.05296894,-0.193737524,,35.183,36.63183,-0.16385849,,,109.16010942293674
2023-02-06 10:35:12,-0.1216784169999999,-0.060306292,,35.66384,37.68266,0,,-0.1216784169999999,,35.66384,37.68266,-0.060306292,-0.175142711,,35.18184,36.63535,-0.16869353,,,108.98705684558557
2023-02-06 10:35:17,0.011754289,-0.06536789,,35.66176,37.6846,0,,0.011754289,,35.66176,37.6846,-0.06536789,-0.175800442,,35.18067,36.63887,-0.16239485,,,108.81430740634873
2023-02-06 10:35:22,0.066696746,-0.042672414,,35.65967,37.68654,0,,0.066696746,,35.65967,37.68654,-0.042672414,-0.137213287,,35.1795,36.64239,-0.16050674,,,108.64101471727643
2023-02-06 10:35:27,0.010008419,-0.022759708,,35.65758,37.68848,0,,0.010008419,,35.65758,37.68848,-0.022759708,-0.171498102,,35.18683,36.65185,-0.14088044,,,107.53169084063126
2023-02-06 10:35:32,0.097869987,-0.01875838,,35.65549,37.69042,0,,0.097869987,,35.65549,37.69042,-0.01875838,-0.125588529,,35.18565,36.65538,-0.1472783,,,107.35825116824189
2023-02-06 10:35:37,0.12650985,0.004227255,,35.6534,37.69236,0,,0.12650985,,35.6534,37.69236,0.004227255,-0.137340104,,35.18447,36.65891,-0.12770185,,,107.18480974193449
2023-02-06 10:35:42,0.056911224,0.022932548,,35.65131,37.6943,0,,0.056911224,,35.65131,37.6943,0.022932548,-0.172890361,,35.18328,36.66244,-0.12447334,,,107.01191238760974
2023-02-06 10:35:47,0.07239584,0.022630738,,35.64921,37.69623,0,,0.07239584,,35.64921,37.69623,0.022630738,-0.164574333,,35.1821,36.66597,-0.1354321,,,106.83713992775472
