Time,dTEC,forecast,upper_MSE,ipplat,ipplon,Error_count,Error_RM,dTEC_x,upper_MSE_x,ipplat_x,ipplon_x,forecast_x,dTEC_y,upper_MSE_y,ipplat_y,ipplon_y,forecast_y,phaseRA_BSHMgrp10,anomaly,ipp_dist
2023-02-06 10:30:02,-0.078017461,0.017828751,,35.78041,37.48393,0,,-0.078017461,,35.78041,37.48393,0.017828751,-0.037618012,,35.56348,39.41948,-0.023869965,,,176.49383220038553
2023-02-06 10:30:07,0.015819727,0.0024535628,,35.77844,37.48594,0,,0.015819727,,35.77844,37.48594,0.0024535628,-0.02056642,,35.56341,39.42026,-0.023576392,,,176.3572220586359
2023-02-06 10:30:12,-0.001770272,0.0065119048,,35.77647,37.48796,0,,-0.001770272,,35.77647,37.48796,0.0065119048,-0.057863843,,35.56334,39.42104,-0.020929974,,,176.21992855045127
2023-02-06 10:30:17,0.006941139,0.0032328572,,35.77449,37.48996,0,,0.006941139,,35.77449,37.48996,0.0032328572,-0.03669349,,35.56326,39.42182,-0.024929905,,,176.0846590974027
2023-02-06 10:30:22,-0.096006946,0.0025564278,,35.77252,37.49197,0,,-0.096006946,,35.77252,37.49197,0.0025564278,-0.020980533,,35.56319,39.4226,-0.023121033,,,175.94868559567757
2023-02-06 10:30:27,-0.002254834,-0.010299636,,35.77054,37.49398,0,,-0.002254834,,35.77054,37.49398,-0.010299636,-0.014482709,,35.56312,39.42338,-0.020877637,,,175.8127902792236
2023-02-06 10:30:32,-0.085732737,-0.006143728,,35.76857,37.49598,0,,-0.085732737,,35.76857,37.49598,-0.006143728,-0.033179523,,35.57655,39.44692,-0.018597059,,,177.51531344212094
2023-02-06 10:30:37,0.041123934,-0.016427107,,35.76659,37.49798,0,,0.041123934,,35.76659,37.49798,-0.016427107,-0.015019849,,35.57647,39.4477,-0.019332957,,,177.3828735155866
2023-02-06 10:30:42,-0.101143642,-0.0071435515,,35.76461,37.49998,0,,-0.101143642,,35.76461,37.49998,-0.0071435515,-0.001836436,,35.5764,39.44849,-0.016365426,,,177.2514039723112
2023-02-06 10:30:47,-0.066448185,-0.020550238,,35.76263,37.50198,0,,-0.066448185,,35.76263,37.50198,-0.020550238,-0.026765506,,35.57632,39.44928,-0.013104515,,,177.1202942664645
2023-02-06 10:30:52,0.007484275,-0.02098049,,35.76064,37.50398,0,,0.007484275,,35.76064,37.50398,-0.02098049,-0.028226462,,35.57624,39.45006,-0.01436447,,,176.98838634286162
2023-02-06 10:30:57,-0.115314498,-0.015432477,,35.75866,37.50598,0,,-0.115314498,,35.75866,37.50598,-0.015432477,-0.031235086,,35.57616,39.45085,-0.014254258,,,176.8577119689367
