Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 00:00:02,-0.008026138,33.75597,38.01807,,,350000,4411253.295966882,3448689.786815258,3718454.0346973524,526.0919237764836
2023-02-01 00:00:07,-0.04843668,33.75691,38.01745,,,350000,4411242.457791141,3448604.404784074,3718545.493682089,526.0120716866311
2023-02-01 00:00:12,-0.008583515,33.75786,38.01683,,,350000,4411231.10477023,3448518.621947309,3718637.9246292734,525.9313855541891
2023-02-01 00:00:17,-0.000647161,33.7588,38.01621,,,350000,4411220.261536728,3448433.2393294764,3718729.3816242036,525.8515655186394
2023-02-01 00:00:22,0.004750924,33.75974,38.01559,,,350000,4411209.415782829,3448347.856420591,3718820.83762946,525.7717614697173
2023-02-01 00:00:27,-0.033988954,33.76068,38.01497,,,350000,4411198.567508528,3448262.47322072,3718912.292645014,525.6919734145266
2023-02-01 00:00:32,0.027676374,33.76162,38.01435,,,350000,4411187.716713821,3448177.089729933,3719003.746670844,525.6122013601758
2023-02-01 00:00:37,-0.008617864,33.76257,38.01373,,,350000,4411176.350988864,3448091.305412076,3719096.172606242,525.5315958127533
2023-02-01 00:00:42,0.003316621,33.76351,38.01312,,,350000,4411164.893345716,3448006.6912288778,3719187.6246420178,525.4518540871024
2023-02-01 00:00:47,-0.008908923,33.76445,38.0125,,,350000,4411154.034987677,3447921.3068595044,3719279.075687994,525.372130078108
2023-02-01 00:00:52,-0.002284293,33.76539,38.01188,,,350000,4411143.174109211,3447835.9221994835,3719370.5257441457,525.2924220984362
2023-02-01 00:00:57,-0.017469526,33.76633,38.01126,,,350000,4411132.310710309,3447750.53724888,3719461.97481045,525.2127301552025
2023-02-01 00:01:02,0.005033594,33.76727,38.01065,,,350000,4411120.843059822,3447665.92189364,3719553.422886879,525.1330520494653
2023-02-01 00:01:07,0.003774541,33.76822,38.01003,,,350000,4411109.462123211,3447580.135797626,3719645.8428094336,525.0525432151154
2023-02-01 00:01:12,0.016465541,33.76916,38.00942,,,350000,4411097.98945949,3447495.5198513325,3719737.288895509,524.97289701434
2023-02-01 00:01:17,0.024738372,33.7701,38.0088,,,350000,4411087.115991633,3447410.1337309424,3719828.733991638,524.8932691856859
2023-02-01 00:01:22,0.003679366,33.77104,38.00819,,,350000,4411075.638331578,3447325.517198293,3719920.178097793,524.8136548152103
2023-02-01 00:01:27,0.016746308,33.77198,38.00757,,,350000,4411064.759837702,3447240.130495579,3720011.6212139498,524.7340590350128
2023-02-01 00:01:32,-0.005159869,33.77292,38.00696,,,350000,4411053.277181289,3447155.5133768376,3720103.0633400856,524.654476523156
2023-02-01 00:01:37,-0.002577081,33.77386,38.00634,,,350000,4411042.393661377,3447070.12609207,3720194.5044761742,524.5749128198665
2023-02-01 00:01:42,0.004516507,33.7748,38.00573,,,350000,4411030.906008587,3446985.508387502,3720285.9446221907,524.4953621949732
2023-02-01 00:01:47,0.002488977,33.77574,38.00512,,,350000,4411019.415864989,3446900.890389119,3720377.383778111,524.4158274735425
2023-02-01 00:01:52,-0.00301964,33.77668,38.0045,,,350000,4411008.524813431,3446815.502230817,3720468.821943909,524.3363118874983
2023-02-01 00:01:57,0.014548135,33.77762,38.00389,,,350000,4410997.0296734255,3446730.883647003,3720560.2591195623,524.2568090955597
2023-02-01 00:02:02,0.012845028,33.77856,38.00328,,,350000,4410985.532042595,3446646.2647695746,3720651.695305044,524.1773222283191
2023-02-01 00:02:07,0.034770413,33.7795,38.00267,,,350000,4410974.031920932,3446561.645598593,3720743.1305003315,524.0978512928467
2023-02-01 00:02:12,0.016505608,33.78044,38.00206,,,350000,4410962.529308433,3446477.0261341236,3720834.5647053984,524.0183962962192
2023-02-01 00:02:17,0.025544881,33.78138,38.00145,,,350000,4410951.024205094,3446392.406376235,3720925.9979202203,523.9389572455211
2023-02-01 00:02:22,0.004305142,33.78232,38.00084,,,350000,4410939.516610908,3446307.7863249914,3721017.4301447724,523.8595341478313
2023-02-01 00:02:27,0.004257049,33.78326,38.00023,,,350000,4410928.006525872,3446223.1659804597,3721108.8613790316,523.7801270102375
2023-02-01 00:02:32,-0.011500294,33.7842,37.99962,,,350000,4410916.493949981,3446138.545342705,3721200.2916229707,523.7007358398292
2023-02-01 00:02:37,0.016494562,33.78514,37.99901,,,350000,4410904.978883228,3446053.9244117923,3721291.720876565,523.6213606436947
2023-02-01 00:02:42,0.03183361,33.78608,37.9984,,,350000,4410893.461325613,3445969.303187791,3721383.1491397936,523.5420014289335
2023-02-01 00:02:47,0.034985691,33.78702,37.99779,,,350000,4410881.941277123,3445884.6816707626,3721474.576412628,523.4626582026358
2023-02-01 00:02:52,0.025949391,33.78795,37.99719,,,350000,4410870.330199271,3445801.2303580614,3721565.0300802314,523.3841732347488
2023-02-01 00:02:57,0.041388439,33.78889,37.99658,,,350000,4410858.805200712,3445716.6082575894,3721656.455382742,523.3048618007019
2023-02-01 00:03:02,-0.006599885,33.78983,37.99597,,,350000,4410847.2777112685,3445631.9858642914,3721747.879694785,523.2255663763476
2023-02-01 00:03:07,0.051674542,33.79077,37.99536,,,350000,4410835.747730934,3445547.3631782294,3721839.3030163366,523.1462869687894
2023-02-01 00:03:12,0.023955991,33.79171,37.99476,,,350000,4410823.613912949,3445463.510033473,3721930.725347373,523.0670187365438
2023-02-01 00:03:17,0.027287879,33.79265,37.99415,,,350000,4410812.078965589,3445378.8867600705,3722022.146687867,522.9877712820887
