Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 14:14:37,0.061126181,35.9076,17.76303,,,350000,5195422.364765978,1664370.4953885162,3925160.27696682,1891.61949564993
2023-02-01 14:14:42,0.078916881,35.91047,17.76359,,,350000,5195218.44006908,1664361.1559530026,3925432.403142352,1891.5115578837454
2023-02-01 14:14:47,0.082040595,35.91334,17.76416,,,350000,5195014.2125007035,1664352.7152052345,3925704.5195705662,1891.4027865078185
2023-02-01 14:14:52,0.072021848,35.91621,17.76472,,,350000,5194810.2630316485,1664343.3597072873,3925976.6262507723,1891.2949547576757
2023-02-01 14:14:57,0.07322736,35.93246,17.76247,,,350000,5193812.697906924,1663798.8603555583,3927517.1160797756,1891.1659994992756
2023-02-01 14:15:02,0.073095045,35.93532,17.76303,,,350000,5193609.319321877,1663789.6803686586,3927788.20993738,1891.0587197805194
2023-02-01 14:15:07,0.070293414,35.93819,17.76359,,,350000,5193405.274121123,1663780.2827889791,3928060.2419393267,1890.9512915303646
2023-02-01 14:15:12,0.078719175,35.95441,17.76133,,,350000,5192409.367796761,1663235.4009243264,3929597.4659269247,1890.8260884893425
2023-02-01 14:15:17,0.075149533,35.95727,17.76188,,,350000,5192206.184271936,1663225.272847215,3929868.48543318,1890.7200971309176
2023-02-01 14:15:22,0.067960688,35.96013,17.76244,,,350000,5192002.698166216,1663216.0430437992,3930139.495248793,1890.613271991664
2023-02-01 14:15:27,0.064766944,35.963,17.76299,,,350000,5191798.835338192,1663205.6893877445,3930411.442908961,1890.5071864944623
2023-02-01 14:15:32,0.063664702,35.97918,17.76072,,,350000,5190805.174912956,1662660.61086986,3931944.400746294,1890.3862195732759
2023-02-01 14:15:37,0.069222263,35.98204,17.76127,,,350000,5190601.883968342,1662650.4334153046,3932215.33630089,1890.2806823956932
2023-02-01 14:15:42,0.074776935,35.9849,17.76182,,,350000,5190398.580733386,1662640.2480582776,3932486.2621589536,1890.1751980340698
2023-02-01 14:15:47,0.072904329,36.00106,17.75954,,,350000,5189405.930117186,1662094.5808422172,3934016.9057714334,1890.057761128718
2023-02-01 14:15:52,0.058844659,36.00391,17.76009,,,350000,5189203.199575989,1662084.5719647761,3934286.8200761,1889.9528221940961
2023-02-01 14:15:57,0.066860753,36.00677,17.76063,,,350000,5189000.091503679,1662073.4396394785,3934557.6717637316,1889.8486253461353
2023-02-01 14:16:02,0.062307046,36.00962,17.76118,,,350000,5188797.3365184935,1662063.4150536344,3934827.566765908,1889.7437916101155
2023-02-01 14:16:07,0.055842086,36.02575,17.75888,,,350000,5187806.573346812,1661516.4398095189,3936354.8961741794,1889.6312533194748
2023-02-01 14:16:12,0.063263538,36.0286,17.75943,,,350000,5187603.736183715,1661506.382024784,3936624.726995616,1889.5267663235113
2023-02-01 14:16:17,0.062869383,36.03145,17.75997,,,350000,5187401.176811118,1661495.4110056548,3936894.5481772255,1889.4232182925857
2023-02-01 14:16:22,0.064365922,36.0343,17.76051,,,350000,5187198.605240232,1661484.4321949536,3937164.3597183297,1889.319722830233
2023-02-01 14:16:27,0.063943783,36.0504,17.7582,,,350000,5186209.442526322,1660937.056765114,3938688.377159688,1889.211184351073
2023-02-01 14:16:32,0.065979017,36.05324,17.75874,,,350000,5186007.444993151,1660926.2552511583,3938957.178117482,1889.1082292322667
2023-02-01 14:16:37,0.069136605,36.05609,17.75928,,,350000,5185804.7791477395,1660915.2358166415,3939226.9159287987,1889.0051326593623
2023-02-01 14:16:42,0.067703563,36.07216,17.75696,,,350000,5184817.289862325,1660367.4870997895,3940747.6780435857,1888.9002881324516
