Time,dTEC,ipplat,ipplon,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 14:49:12,0.007550345,36.1562,30.86655,350000,4668118.055093152,2790110.8370608366,3948695.6861073417,753.5556034241563
2023-02-01 14:49:17,-0.005322214,36.15422,30.8678,350000,4668174.568114657,2790282.8427832043,3948508.526021559,753.4987822487293
2023-02-01 14:49:22,0.005566873,36.15224,30.86905,350000,4668231.070264291,2790454.848958825,3948321.361268728,753.4420363368592
2023-02-01 14:49:27,0.031522336,36.15026,30.8703,350000,4668287.561541995,2790626.8555871,3948134.1918490743,753.3853657071497
2023-02-01 14:49:32,0.024129191,36.14828,30.87154,350000,4668344.529033931,2790798.0478876485,3947947.0177628216,753.32956841151
2023-02-01 14:49:37,0.010181539,36.13634,30.88585,350000,4668354.876861768,2792387.1116962754,3946818.2023961884,752.4497425167006
2023-02-01 14:49:42,0.016708866,36.13435,30.88709,350000,4668412.340361211,2792558.668186693,3946630.050007522,752.3947354122666
2023-02-01 14:49:47,0.013627945,36.13237,30.88833,350000,4668469.2005757075,2792729.870714643,3946442.8384316764,752.3395833789527
2023-02-01 14:49:52,0.015981832,36.13038,30.88956,350000,4668527.129795286,2792900.6132329963,3946254.676642861,752.285525436665
2023-02-01 14:49:57,-0.014068532,36.1284,30.8908,350000,4668583.968378438,2793071.8165976442,3946067.4557145564,752.2305245342806
2023-02-01 14:50:02,-0.008910123,36.11648,30.90507,350000,4668594.034581427,2794657.007287728,3944940.249351952,751.3587792839876
2023-02-01 14:50:07,-0.049163232,36.1145,30.9063,350000,4668651.26471085,2794827.4055267945,3944752.9956853967,751.3051461221885
2023-02-01 14:50:12,-0.013310967,36.11251,30.90753,350000,4668709.076085394,2794998.1585745867,3944564.7915953402,751.2518130368085
2023-02-01 14:50:17,-0.014090054,36.11052,30.90875,350000,4668767.364483445,2795168.097158888,3944376.582795769,751.199352717613
2023-02-01 14:50:22,-0.034107937,36.10853,30.90998,350000,4668825.154236875,2795338.850976186,3944188.369286907,751.1461720500873
2023-02-01 14:50:27,-0.024477576,36.09664,30.92422,350000,4668833.866177503,2796920.6277445294,3943063.719101596,750.2814850936867
2023-02-01 14:50:32,-0.042075251,36.09465,30.92544,350000,4668892.048070338,2797090.5763268173,3942875.4727523983,750.229674810707
2023-02-01 14:50:37,-0.02814306,36.09266,30.92665,350000,4668950.707410654,2797259.7103867996,3942687.221695734,750.1787366650577
2023-02-01 14:50:42,-0.01041372,36.09067,30.92786,350000,4669009.356043591,2797428.8447890882,3942498.965931835,750.1278747484662
2023-02-01 14:50:47,-0.023200968,36.08868,30.92908,350000,4669067.505696065,2797598.7944391584,3942310.705460929,750.0762933965763
2023-02-01 14:50:52,0.01599124,36.07681,30.94328,350000,4669075.950631524,2799176.695621847,3941187.667101889,749.2196837487093
2023-02-01 14:50:57,0.023258126,36.07482,30.94449,350000,4669134.493337647,2799345.839875895,3940999.37385385,749.1694728058196
2023-02-01 14:51:02,-0.006940807,36.07283,30.94569,350000,4669193.513943328,2799514.1695377976,3940811.075900626,749.1201333126292
2023-02-01 14:51:07,-0.009095976,36.07083,30.9469,350000,4669252.626424001,2799683.6689127297,3940621.8269860507,749.0703072221759
2023-02-01 14:51:12,0.007221178,36.06884,30.9481,350000,4669311.625666329,2799851.999209167,3940433.5195995024,749.0211208380383
2023-02-01 14:51:17,-0.014025406,36.06684,30.9493,350000,4669371.205348649,2800020.684269875,3940244.261204662,748.9722435232079
2023-02-01 14:51:22,-0.016663411,36.055,30.96347,350000,4669378.226348678,2801595.178238822,3939123.754185689,748.1231835086955
2023-02-01 14:51:27,0.004948557,36.053,30.96466,350000,4669438.200037015,2801763.0577554554,3938934.46291408,748.0756785833037
2023-02-01 14:51:32,-0.000660431,36.05101,30.96585,350000,4669497.572301799,2801930.5830636527,3938746.113384337,748.0280152448865
2023-02-01 14:51:37,-0.001996226,36.04901,30.96704,350000,4669557.524700697,2802098.463139501,3938556.8126365943,747.9806642756135
2023-02-01 14:51:42,0.002116896,36.04701,30.96823,350000,4669617.466436854,2802266.3434916786,3938367.507139255,747.9333904827903
2023-02-01 14:51:47,0.019435237,36.03519,30.98236,350000,4669624.23518592,2803836.959398064,3937248.614680282,747.0924056758787
2023-02-01 14:51:52,0.018230273,36.03319,30.98355,350000,4669684.082445416,2804004.8490584614,3937059.2763695936,747.0457108174858
2023-02-01 14:51:57,0.011899056,36.03119,30.98473,350000,4669744.408462112,2804171.923965228,3936869.933311151,746.999886631912
2023-02-01 14:52:02,0.018304115,36.02919,30.98591,350000,4669804.723874017,2804338.999120933,3936680.5855051815,746.9541397075599
2023-02-01 14:52:07,0.008067052,36.02719,30.98708,350000,4669865.518159656,2804505.2594797607,3936491.23295192,746.9092632328033
2023-02-01 14:52:12,0.011976944,36.0154,31.00119,350000,4669870.472236515,2806073.2716815947,3935374.9031835995,746.0745258341705
