Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-05 09:47:37,0.001407109,42.99605,6.38544,,,350000,4897669.055712274,548101.3873421093,4565862.597553033,2830.1707116858533
2023-02-05 09:47:42,-0.006171371,42.99392,6.38644,,,350000,4897828.669583278,548205.8038334008,4565680.008428219,2830.0784609386205
2023-02-05 09:47:47,0.00068593,42.99179,6.38744,,,350000,4897988.274495597,548310.2253013493,4565497.413039528,2829.986222836982
2023-02-05 09:47:52,0.001040071,42.98966,6.38845,,,350000,4898147.774732403,548415.506633597,4565314.811387215,2829.8931863983607
2023-02-05 09:47:57,0.005360716,42.98752,6.38945,,,350000,4898308.155867537,548520.0270126221,4565131.346142609,2829.800921426364
2023-02-05 09:48:02,0.002988336,42.98539,6.39045,,,350000,4898467.733850025,548624.4634461228,4564948.73193442,2829.7087213152126
2023-02-05 09:48:07,-0.003412093,42.98326,6.39144,,,350000,4898627.398643651,548728.0498828152,4564766.111463381,2829.617344935912
2023-02-05 09:48:12,-0.006035787,42.98112,6.39244,,,350000,4898787.7527827,548832.585199819,4564582.627312474,2829.5251182513975
2023-02-05 09:48:17,-0.001836859,42.97899,6.39344,,,350000,4898947.303868739,548937.0365393326,4564399.994287105,2829.4329562101657
2023-02-05 09:48:22,-0.002997911,42.97686,6.39443,,,350000,4899106.941819453,549040.6377970661,4564217.354999656,2829.3416180007453
2023-02-05 09:48:27,-0.006853741,42.97472,6.39543,,,350000,4899267.268959343,549145.1880482106,4564033.851944773,2829.24942962027
2023-02-05 09:48:32,-0.00274414,42.97259,6.39642,,,350000,4899426.889007943,549248.7991786121,4563851.200104537,2829.158116901835
2023-02-05 09:48:37,-0.00151929,42.97045,6.39741,,,350000,4899587.294021723,549352.5042385161,4563667.684438456,2829.0667653699306
2023-02-05 09:48:42,-0.009270067,42.96832,6.3984,,,350000,4899746.896184938,549456.1252120356,4563485.020046464,2828.975478181215
2023-02-05 09:48:47,-0.008103239,42.96618,6.3994,,,350000,4899907.187329139,549560.6953296056,4563301.491770217,2828.8833410009047
2023-02-05 09:48:52,-0.010772167,42.96404,6.40038,,,350000,4900067.661312115,549663.559992573,4563117.957174509,2828.792839363832
2023-02-05 09:48:57,-0.012136901,42.96191,6.40137,,,350000,4900227.2366279615,549767.1957326687,4562935.273942124,2828.7015905205726
2023-02-05 09:49:02,-0.012197388,42.95977,6.40236,,,350000,4900387.596739321,549870.9254507612,4562751.726737807,2828.610303246088
2023-02-05 09:49:07,-0.011143662,42.95763,6.40334,,,350000,4900548.043844325,549973.8047962877,4562568.173214809,2828.519840315459
2023-02-05 09:49:12,-0.009736751,42.9555,6.40433,,,350000,4900707.592327838,550077.4552713104,4562385.471144352,2828.4286298654843
2023-02-05 09:49:17,-0.002075575,42.95336,6.40531,,,350000,4900868.021529699,550180.3443904473,4562201.9050143,2828.338192733798
2023-02-05 09:49:22,-0.007575843,42.95122,6.40629,,,350000,4901028.441771639,550283.2383867434,4562018.332566345,2828.247768557567
2023-02-05 09:49:27,-0.003775557,42.94908,6.40727,,,350000,4901188.8530533165,550386.1372597787,4561834.753800753,2828.1573573386136
2023-02-05 09:49:32,-0.007996511,42.94694,6.40825,,,350000,4901349.255374398,550489.0410091333,4561651.168717779,2828.0669590787625
2023-02-05 09:49:37,-0.013576087,42.9448,6.40923,,,350000,4901509.648734541,550591.9496343872,4561467.577317686,2827.9765737798375
2023-02-05 09:49:42,-0.007379462,42.94267,6.41021,,,350000,4901669.239679464,550694.7739918266,4561284.837548681,2827.886252011476
2023-02-05 09:49:47,-0.006348001,42.94053,6.41119,,,350000,4901829.61515037,550797.6923576572,4561101.233544647,2827.795892564866
2023-02-05 09:49:52,-0.00134406,42.93839,6.41216,,,350000,4901990.077809545,550899.7600394689,4560917.62322427,2827.7063578249104
2023-02-05 09:49:57,-0.003217688,42.93625,6.41314,,,350000,4902150.435374173,551002.6881261722,4560734.006587816,2827.616024344397
2023-02-05 09:50:02,-0.007381823,42.93411,6.41411,,,350000,4902310.8801621795,551104.7654720276,4560550.383635543,2827.5265156371534
2023-02-05 09:50:07,-0.005324694,42.93197,6.41508,,,350000,4902471.3160230005,551206.8476352782,4560366.75436771,2827.437019964724
2023-02-05 09:50:12,-0.007080122,42.92983,6.41605,,,350000,4902631.742956306,551308.9346155094,4560183.11878458,2827.3475373289225
2023-02-05 09:50:17,-0.007526216,42.92768,6.41702,,,350000,4902792.95418019,551411.1156246102,4559998.618731874,2827.2580176896804
2023-02-05 09:50:22,-0.00799538,42.92554,6.41799,,,350000,4902953.363223808,551513.2122473693,4559814.970489419,2827.1685612077617
2023-02-05 09:50:27,-0.007344706,42.91962,6.41671,,,350000,4903435.223141497,551456.4851206221,4559306.901335001,2827.2429921726275
2023-02-05 09:50:32,-0.009190777,42.91746,6.41768,,,350000,4903597.191746667,551558.7671933372,4559121.512720441,2827.153498033191
2023-02-05 09:50:37,-0.004396068,42.91531,6.41865,,,350000,4903758.358257197,551660.9649060557,4558936.975999007,2827.0640667921234
2023-02-05 09:50:42,-0.003619845,42.91316,6.41962,,,350000,4903919.515770481,551763.1674527434,4558752.43290516,2826.9746487507778
2023-02-05 09:50:47,-0.014856864,42.91101,6.42059,,,350000,4904080.66428618,551865.3748329808,4558567.8834391665,2826.885243910984
2023-02-05 09:50:52,-0.004794374,42.90885,6.42155,,,350000,4904242.693068995,551966.8203378649,4558382.469187155,2826.79661512603
2023-02-05 09:50:57,-0.005602014,42.9067,6.42252,,,350000,4904403.823572545,552069.0373656104,4558197.906948021,2826.7072368020536
2023-02-05 09:51:02,-0.010236016,42.90455,6.42348,,,350000,4904565.041449482,552170.4032175724,4558013.338337532,2826.618683921528
2023-02-05 09:51:07,-0.006894001,42.90239,6.42445,,,350000,4904726.946800376,552272.7191537636,4557827.904852783,2826.5292829509026
2023-02-05 09:51:12,-0.006631585,42.90024,6.42541,,,350000,4904888.146698679,552374.0945943266,4557643.323470746,2826.4407566604227
2023-02-05 09:51:17,-0.005594774,42.89809,6.42637,,,350000,4905049.3376329,552475.4748096745,4557458.735718148,2826.3522436455573
2023-02-05 09:51:22,-0.003638967,42.89593,6.42733,,,350000,4905211.312328219,552576.9491007129,4557273.283003053,2826.2636950419324
2023-02-05 09:51:27,-0.008552854,42.89378,6.42829,,,350000,4905372.485299473,552678.3388740293,4557088.682480497,2826.1752086595884
2023-02-05 09:51:32,-0.010627721,42.89162,6.42925,,,350000,4905534.441963406,552779.8227414736,4556903.216936585,2826.08668684424
2023-02-05 09:51:37,-0.011386043,42.88947,6.43021,,,350000,4905695.596970344,552881.222071095,4556718.603645132,2825.9982271017034
2023-02-05 09:51:42,-0.010827189,42.88731,6.43116,,,350000,4905857.6321151545,552981.8592796015,4556533.125273464,2825.9105445712094
