Time,dTEC,ipplat,ipplon,anomaly,forecast,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 09:13:27,0.005955606,44.36844,7.70439,,,350000,4773658.48617723,645796.3974821134,4682193.786088096,2737.1949419599773
2023-02-01 09:13:32,0.022831572,44.36952,7.70644,,,350000,4773547.64379362,645955.3229495424,4682284.290810168,2737.047472834651
2023-02-01 09:13:37,-0.004619273,44.3706,7.70849,,,350000,4773436.794442345,646114.241081029,4682374.793879708,2736.9000166769497
2023-02-01 09:13:42,-0.017167378,44.37469,7.71446,,,350000,4773037.181334139,646566.6020151401,4682717.517376317,2736.4831387062914
2023-02-01 09:13:47,-0.006584497,44.37577,7.71652,,,350000,4772926.190732554,646726.3215277836,4682808.012534663,2736.3349524506957
2023-02-01 09:13:52,-0.002717485,44.37685,7.71859,,,350000,4772815.080206928,646886.8666773272,4682898.506040286,2736.185990671131
2023-02-01 09:13:57,-0.018021096,44.37792,7.72065,,,350000,4772704.887983944,647046.6815627501,4682988.160013208,2736.0376982353687
2023-02-01 09:14:02,-0.023820077,44.379,7.72272,,,350000,4772593.763345531,647207.2119316024,4683078.650228591,2735.888762477369
2023-02-01 09:14:07,-0.017763068,44.38008,7.72479,,,350000,4772482.631631451,647367.7348841277,4683169.138791154,2735.739839784251
2023-02-01 09:14:12,-0.039568589,44.38115,7.72686,,,350000,4772372.305325595,647528.3606599172,4683258.7878666865,2735.590797673105
2023-02-01 09:14:17,-0.036589246,44.38222,7.72893,,,350000,4772261.971968409,647688.9790816362,4683348.435319801,2735.4417684671184
2023-02-01 09:14:22,-0.043373419,44.3833,7.731,,,350000,4772150.819053523,647849.4798460221,4683438.918954313,2735.292884816329
2023-02-01 09:14:27,-0.05992036,44.38436,7.73307,,,350000,4772041.284101744,648010.1938614369,4683527.725358645,2735.1437487783787
2023-02-01 09:14:32,-0.04204439,44.38543,7.73514,,,350000,4771930.929593116,648170.7902188065,4683617.367944312,2734.9947582995082
2023-02-01 09:14:37,-0.056728291,44.3865,7.73721,,,350000,4771820.56803486,648331.3792206806,4683707.008907433,2734.845780733558
2023-02-01 09:14:42,-0.071302902,44.38757,7.73929,,,350000,4771710.086244129,648492.7936872322,4683796.648247975,2734.6960277421
2023-02-01 09:14:47,-0.075897015,44.38863,7.74136,,,350000,4771600.523124789,648653.4784182163,4683885.448237739,2734.5469429719633
2023-02-01 09:14:52,-0.07521127,44.3897,7.74344,,,350000,4771490.027164343,648814.878145807,4683975.084348193,2734.3972157948247
2023-02-01 09:14:57,-0.07653195,44.39076,7.74551,,,350000,4771380.449955502,648975.5482386139,4684063.881137997,2734.248156639588
2023-02-01 09:15:02,-0.084089872,44.39182,7.74759,,,350000,4771270.752426601,649137.043780946,4684152.676335282,2734.098321983999
2023-02-01 09:15:07,-0.080023588,44.39288,7.74967,,,350000,4771161.047817556,649298.5319903251,4684241.469940022,2733.948500130133
2023-02-01 09:15:12,-0.102173276,44.39394,7.75175,,,350000,4771051.336128791,649460.0128663938,4684330.261952184,2733.7986910799245
2023-02-01 09:15:17,-0.078150837,44.395,7.75383,,,350000,4770941.617360727,649621.486408795,4684419.052371739,2733.648894835309
2023-02-01 09:15:22,-0.083636585,44.39605,7.75591,,,350000,4770832.704159135,649783.0632987269,4684507.003575652,2733.4989777723367
2023-02-01 09:15:27,-0.081026848,44.39711,7.75799,,,350000,4770722.971245234,649944.522204336,4684595.790824921,2733.3492070632565
2023-02-01 09:15:32,-0.114038159,44.39816,7.76007,,,350000,4770614.043921463,650106.084519969,4684683.738888399,2733.1993153771878
2023-02-01 09:15:37,-0.099706453,44.39921,7.76215,,,350000,4770505.109542901,650267.6395637176,4684771.685389055,2733.0494363419293
2023-02-01 09:15:42,-0.108071858,44.40026,7.76424,,,350000,4770396.054588585,650430.0199264153,4684859.630326859,2732.898781859237
