Time,dTEC,ipplat,ipplon,IPP_alt,IPP_x,IPP_y,IPP_z,distance_to_earthquake
2023-02-01 01:03:52,0.01212764,36.72746,-8.20477,350000,5343400.018301967,-770449.7980537349,4002498.3793417895,4129.490624761719
2023-02-01 01:03:57,0.004511564,36.73121,-8.20496,350000,5343137.58079122,-770430.0448190465,4002850.2682457226,4129.4012748267605
2023-02-01 01:04:02,-0.015608974,36.73496,-8.20514,350000,5342875.254981786,-770409.3540353441,4003202.1401743456,4129.311118870581
2023-02-01 01:04:07,-0.014412758,36.73872,-8.20532,350000,5342612.213233205,-770388.558348389,4003554.9333833144,4129.220714452074
2023-02-01 01:04:12,-0.024484271,36.75264,-8.19531,350000,5341781.6454989975,-769316.1630502258,4004860.870300598,4127.991678362047
2023-02-01 01:04:17,-0.022409403,36.75639,-8.19549,350000,5341519.18574464,-769295.492895195,4005212.6451918352,4127.901726960334
2023-02-01 01:04:22,-0.012154944,36.76013,-8.19567,350000,5341257.396768232,-769274.9176812099,4005563.465099066,4127.812087596748
2023-02-01 01:04:27,-0.015965189,36.77402,-8.18564,350000,5340428.474342923,-768201.2869288479,4006866.228550014,4126.583061496976
2023-02-01 01:04:32,-0.014132338,36.77776,-8.18581,350000,5340166.708892344,-768179.8053705284,4007216.9687953484,4126.492756109298
2023-02-01 01:04:37,0.013051709,36.7815,-8.18598,350000,5339904.920800398,-768158.318983508,4007567.6921370314,4126.402482689968
2023-02-01 01:04:42,0.023052944,36.78524,-8.18615,350000,5339643.1100681955,-768136.827767739,4007918.3985735555,4126.3122412414095
2023-02-01 01:04:47,0.046496557,36.79908,-8.17611,350000,5338817.00143413,-767063.1248879732,4009216.0528790215,4125.084757640174
2023-02-01 01:04:52,0.021928035,36.80282,-8.17628,350000,5338555.080293882,-767041.6597460238,4009566.679832078,4124.994687914804
2023-02-01 01:04:57,0.023491758,36.80655,-8.17644,350000,5338293.964718605,-767019.3578343452,4009916.3524339437,4124.904091223229
2023-02-01 01:05:02,0.021919204,36.82036,-8.16638,350000,5337469.507048366,-765944.4210599562,4011210.8383000167,4123.676609343514
2023-02-01 01:05:07,0.020722745,36.82408,-8.16654,350000,5337208.976070355,-765922.245240454,4011559.4945457815,4123.586462196779
2023-02-01 01:05:12,0.03687855,36.82781,-8.1667,350000,5336947.728004369,-765899.965039529,4011909.071230147,4123.496068535711
2023-02-01 01:05:17,0.050679083,36.83154,-8.16686,350000,5336686.457423629,-765877.6801305276,4012258.6310810866,4123.40570676661
2023-02-01 01:05:22,0.069539203,36.8453,-8.15679,350000,5335864.822157743,-764802.6721281598,4013548.014567652,4122.179755533795
2023-02-01 01:05:27,0.055214665,36.84902,-8.15694,350000,5335604.2704091305,-764779.5821609745,4013896.558543002,4122.0890048988085
2023-02-01 01:05:32,0.07248702,36.85274,-8.15709,350000,5335343.696264101,-764756.4876019609,4014245.085766616,4121.998286048971
2023-02-01 01:05:37,0.084282715,36.86647,-8.14701,350000,5334523.584523745,-763681.1781833912,4015531.305991809,4120.773165411173
2023-02-01 01:05:42,0.056650193,36.87018,-8.14716,350000,5334263.596466823,-763658.2100214025,4015878.8179482217,4120.682894209831
2023-02-01 01:05:47,0.037395191,36.8739,-8.1473,350000,5334003.023940861,-763634.2067663027,4016227.2498569107,4120.591540121527
2023-02-01 01:05:52,0.060664645,36.87761,-8.14744,350000,5333743.124554977,-763610.298591737,4016574.7284265705,4120.5004948509695
2023-02-01 01:05:57,0.035920685,36.89129,-8.13734,350000,5332925.976871323,-762533.9878897914,4017855.8530163933,4119.27605554299
2023-02-01 01:06:02,0.038676939,36.895,-8.13748,350000,5332665.9686478255,-762510.1069100013,4018203.253420945,4119.185180139458
2023-02-01 01:06:07,0.04083543,36.89871,-8.13762,350000,5332405.938151995,-762486.2214581394,4018550.637145497,4119.094336442476
2023-02-01 01:06:12,0.04083538,36.90242,-8.13776,350000,5332145.88538491,-762462.3315341924,4018898.0041885804,4119.003524454488
2023-02-01 01:06:17,0.032432706,36.91605,-8.12764,350000,5331331.706293705,-761385.0203849907,4020174.036901615,4117.779759963617
2023-02-01 01:06:22,0.009578824,36.91976,-8.12777,350000,5331071.677897359,-761360.2273980917,4020521.3259584764,4117.688280372292
2023-02-01 01:06:27,0.031201547,36.92346,-8.1279,350000,5330812.323545593,-761335.5294807978,4020867.6623038575,4117.5971083415425
2023-02-01 01:06:32,0.044617286,36.93706,-8.11778,350000,5329999.544805914,-760258.8486197697,4022140.5397149264,4116.374998084195
2023-02-01 01:06:37,0.03636245,36.94075,-8.1179,350000,5329740.911618368,-760233.347473223,4022485.86261304,4116.283433323754
2023-02-01 01:06:42,0.061657448,36.94445,-8.11802,350000,5329481.559715188,-760207.7427090661,4022832.1047598016,4116.1916248189455
2023-02-01 01:06:47,0.085184985,36.94814,-8.11815,350000,5329222.749716205,-760183.1631931054,4023177.3945745872,4116.100960306002
2023-02-01 01:06:52,0.056212468,36.96169,-8.108,350000,5328413.080371843,-759104.5529621425,4024445.1869837567,4114.878675659729
